4.00,0.18,0.46,0.20,0.01,0.99,0.15,1.70,0.37,5.70,2.87,0.54,1.75
4.00,0.16,0.55,0.18,0.01,0.99,0.11,1.60,0.32,4.89,2.87,0.62,2.00
4.00,0.00,0.99,0.00,0.91,0.09,0.00,2.00,0.01,0.18,2.87,0.58,2.64
4.00,0.25,0.18,0.31,0.02,0.98,0.26,2.00,0.56,7.77,2.92,0.61,2.50
4.00,0.25,0.07,0.36,0.02,0.98,0.32,2.00,0.55,7.69,2.85,0.59,2.17
4.00,0.26,0.23,0.29,0.56,0.44,0.23,1.90,0.48,6.25,2.98,0.74,2.67
4.00,0.00,0.99,0.00,0.02,0.98,0.00,2.10,0.19,2.12,2.89,0.66,2.91
4.00,0.21,0.07,0.38,0.04,0.96,0.34,2.20,0.53,7.88,2.89,0.63,2.29
4.00,0.08,0.08,0.08,0.45,0.55,0.77,2.30,0.85,10.76,2.93,0.69,1.00
4.00,0.08,0.08,0.08,0.43,0.57,0.77,2.20,0.71,9.52,2.93,0.63,3.25
5.00,0.00,0.99,0.00,0.91,0.09,0.00,0.70,0.02,0.28,2.86,0.54,4.38
5.00,0.21,0.36,0.24,0.01,0.99,0.19,0.60,0.40,6.10,2.88,0.49,3.50
5.00,0.18,0.46,0.20,0.01,0.99,0.15,0.50,0.37,5.70,2.86,0.46,3.00
5.00,0.16,0.55,0.18,0.01,0.99,0.11,0.40,0.32,4.89,2.88,0.50,2.14
5.00,0.00,0.99,0.00,0.91,0.09,0.01,0.70,0.01,0.18,2.87,0.58,4.45
5.00,0.23,0.05,0.39,0.02,0.98,0.33,0.70,0.56,7.77,2.86,0.53,3.56
5.00,0.27,0.04,0.36,0.02,0.98,0.32,0.70,0.55,7.69,2.92,0.52,2.40
5.00,0.31,0.08,0.34,0.56,0.44,0.27,0.60,0.48,6.25,2.90,0.64,4.00
5.00,0.00,0.99,0.00,0.02,0.98,0.00,0.80,0.19,2.12,2.85,0.57,3.50
5.00,0.09,0.06,0.43,0.04,0.96,0.42,0.90,0.53,7.88,2.87,0.53,2.18
5.00,0.08,0.08,0.08,0.45,0.55,0.77,0.90,0.84,10.76,3.01,0.57,2.43
5.00,0.07,0.07,0.19,0.43,0.57,0.68,0.80,0.71,9.52,2.91,0.55,2.91
6.00,0.00,0.99,0.00,0.91,0.09,0.00,0.20,0.02,0.28,2.89,0.53,3.62
6.00,0.21,0.36,0.24,0.01,0.99,0.19,0.20,0.40,6.10,2.89,0.41,3.69
6.00,0.18,0.46,0.20,0.01,0.99,0.15,0.10,0.38,5.70,2.87,0.39,2.75
6.00,0.16,0.55,0.18,0.01,0.99,0.11,0.10,0.33,4.89,2.89,0.43,3.38
6.00,0.00,0.99,0.00,0.91,0.09,0.00,0.20,0.01,0.18,2.87,0.57,3.25
6.00,0.30,0.05,0.35,0.02,0.98,0.30,0.20,0.56,7.77,2.89,0.43,9.23
6.00,0.14,0.05,0.43,0.02,0.98,0.38,0.20,0.55,7.69,2.95,0.43,4.08
6.00,0.32,0.03,0.36,0.56,0.44,0.28,0.20,0.47,6.25,2.88,0.56,5.43
6.00,0.00,0.99,0.00,0.10,0.90,0.00,0.30,0.19,2.12,2.84,0.53,6.36
6.00,0.18,0.06,0.38,0.04,0.96,0.39,0.30,0.53,7.88,2.90,0.45,7.21
6.00,0.07,0.07,0.18,0.45,0.55,0.69,0.20,0.84,10.76,2.93,0.50,11.92
6.00,0.06,0.06,0.27,0.43,0.57,0.61,0.30,0.71,9.52,2.94,0.46,5.09
7.00,0.00,0.99,0.00,0.91,0.09,0.01,0.20,0.03,0.28,2.86,0.53,7.20
7.00,0.20,0.37,0.23,0.01,0.99,0.21,0.20,0.42,6.10,2.85,0.38,7.38
7.00,0.09,0.57,0.12,0.04,0.96,0.22,0.20,0.39,5.70,3.09,0.38,6.20
7.00,0.16,0.55,0.18,0.02,0.98,0.11,0.20,0.34,4.89,2.96,0.41,6.75
7.00,0.00,0.99,0.00,0.91,0.09,0.00,0.30,0.01,0.18,2.87,0.57,7.59
7.00,0.08,0.06,0.45,0.02,0.98,0.40,0.20,0.58,7.77,2.90,0.39,30.18
7.00,0.19,0.07,0.27,0.02,0.98,0.47,0.20,0.57,7.69,2.95,0.38,8.27
7.00,0.14,0.04,0.46,0.56,0.44,0.36,0.20,0.47,6.25,2.93,0.50,4.87
7.00,0.00,0.99,0.00,0.15,0.85,0.01,0.30,0.20,2.12,2.88,0.53,16.53
7.00,0.13,0.06,0.42,0.04,0.96,0.40,0.30,0.55,7.88,2.83,0.39,11.06
7.00,0.05,0.05,0.45,0.45,0.55,0.46,0.20,0.86,10.76,2.96,0.41,21.35
7.00,0.05,0.05,0.42,0.43,0.57,0.48,0.30,0.73,9.52,2.99,0.40,5.64
8.00,0.00,0.98,0.00,0.91,0.09,0.01,0.30,0.02,0.28,2.86,0.53,13.82
8.00,0.07,0.23,0.09,0.08,0.92,0.61,0.30,0.42,6.10,2.88,0.37,12.94
8.00,0.11,0.57,0.13,0.09,0.91,0.20,0.30,0.40,5.70,2.92,0.38,14.63
8.00,0.14,0.59,0.15,0.10,0.90,0.12,0.20,0.35,4.89,3.01,0.40,14.58
8.00,0.00,0.99,0.00,0.91,0.09,0.01,0.30,0.01,0.18,2.89,0.57,14.18
8.00,0.06,0.25,0.11,0.10,0.90,0.58,0.30,0.58,7.77,2.95,0.38,83.53
8.00,0.12,0.17,0.12,0.09,0.91,0.59,0.30,0.58,7.69,2.98,0.38,28.88
8.00,0.19,0.15,0.37,0.75,0.25,0.29,0.40,0.48,6.25,3.03,0.49,10.65
8.00,0.00,0.99,0.00,0.15,0.85,0.01,0.40,0.20,2.12,2.92,0.52,33.00
8.00,0.06,0.15,0.20,0.12,0.88,0.58,0.40,0.56,7.88,2.88,0.38,26.41
8.00,0.07,0.07,0.20,0.45,0.55,0.66,0.50,0.87,10.76,3.09,0.38,39.82
8.00,0.08,0.08,0.09,0.48,0.52,0.76,0.50,0.74,9.52,3.18,0.38,12.81
9.00,0.00,1.00,0.00,0.91,0.09,0.00,0.90,0.02,0.28,2.88,0.53,27.82
9.00,0.18,0.40,0.20,0.09,0.91,0.23,0.90,0.42,6.10,2.96,0.38,34.29
9.00,0.07,0.58,0.08,0.09,0.91,0.27,0.80,0.40,5.70,2.97,0.38,25.76
9.00,0.03,0.79,0.03,0.10,0.90,0.16,0.70,0.35,4.89,3.05,0.40,39.29
9.00,0.00,0.99,0.00,0.91,0.09,0.01,1.00,0.01,0.18,2.89,0.57,29.65
9.00,0.19,0.34,0.21,0.15,0.85,0.26,1.00,0.59,7.77,3.04,0.38,88.53
9.00,0.24,0.30,0.24,0.15,0.85,0.22,1.10,0.58,7.69,2.95,0.39,51.76
9.00,0.25,0.24,0.28,0.89,0.11,0.22,1.00,0.48,6.25,3.13,0.49,25.94
9.00,0.00,1.00,0.00,0.15,0.85,0.00,1.10,0.20,2.12,3.04,0.52,41.71
9.00,0.20,0.35,0.20,0.26,0.74,0.25,1.20,0.56,7.88,2.98,0.40,38.12
9.00,0.08,0.08,0.08,0.47,0.53,0.77,1.30,0.88,10.76,3.10,0.40,47.76
9.00,0.12,0.18,0.25,0.85,0.15,0.45,1.30,0.74,9.52,3.22,0.39,30.06
10.00,0.00,0.99,0.00,0.91,0.09,0.00,4.10,0.02,0.28,2.90,0.53,25.41
10.00,0.21,0.36,0.24,0.05,0.95,0.19,3.90,0.41,6.10,2.93,0.45,24.82
10.00,0.18,0.47,0.20,0.04,0.96,0.16,3.80,0.39,5.70,2.97,0.47,18.71
10.00,0.14,0.58,0.16,0.05,0.95,0.11,3.60,0.34,4.89,3.16,0.50,57.44
10.00,0.00,0.99,0.00,0.91,0.09,0.00,4.20,0.01,0.18,2.92,0.58,25.29
10.00,0.23,0.32,0.24,0.10,0.90,0.21,4.10,0.58,7.77,2.94,0.47,48.07
10.00,0.24,0.30,0.24,0.05,0.95,0.22,4.00,0.57,7.69,3.03,0.46,40.81
10.00,0.25,0.24,0.28,0.57,0.43,0.22,3.90,0.48,6.25,3.16,0.59,31.47
10.00,0.00,0.99,0.00,0.15,0.85,0.00,4.20,0.19,2.12,2.93,0.56,17.94
10.00,0.24,0.31,0.24,0.05,0.95,0.21,4.10,0.55,7.88,2.94,0.48,24.19
10.00,0.08,0.08,0.08,0.45,0.55,0.77,4.20,0.87,10.76,3.16,0.52,24.44
10.00,0.25,0.19,0.28,0.46,0.54,0.28,4.10,0.74,9.52,3.33,0.48,45.12
11.00,0.00,0.99,0.00,0.91,0.09,0.00,7.20,0.02,0.28,2.93,0.56,5.91
11.00,0.21,0.36,0.24,0.01,0.99,0.19,7.20,0.40,6.10,2.88,0.60,6.38
11.00,0.18,0.46,0.20,0.01,0.99,0.15,7.10,0.38,5.70,2.94,0.64,5.67
11.00,0.16,0.55,0.18,0.01,0.99,0.11,6.80,0.33,4.89,3.11,0.62,15.67
11.00,0.00,0.99,0.00,0.91,0.09,0.00,7.20,0.01,0.18,2.89,0.58,5.92
11.00,0.23,0.32,0.24,0.02,0.98,0.21,7.30,0.56,7.77,2.86,0.61,3.60
11.00,0.24,0.30,0.24,0.02,0.98,0.22,7.30,0.55,7.69,2.93,0.54,6.25
11.00,0.25,0.24,0.28,0.56,0.44,0.22,7.10,0.47,6.25,3.01,0.73,9.23
11.00,0.00,0.99,0.00,0.11,0.89,0.00,7.10,0.19,2.12,2.95,0.62,2.33
11.00,0.24,0.31,0.24,0.04,0.96,0.21,7.30,0.54,7.88,2.89,0.65,5.88
11.00,0.07,0.07,0.16,0.45,0.55,0.70,7.40,0.85,10.76,3.16,0.60,4.00
11.00,0.05,0.05,0.45,0.43,0.57,0.46,7.40,0.73,9.52,3.05,0.66,16.92
12.00,0.00,0.99,0.00,0.78,0.22,0.00,8.30,0.02,0.28,2.87,0.62,2.17
12.00,0.21,0.36,0.24,0.01,0.99,0.19,8.00,0.40,6.10,3.01,0.69,2.44
12.00,0.18,0.46,0.20,0.01,0.99,0.15,7.70,0.38,5.70,2.97,0.73,2.36
12.00,0.16,0.55,0.18,0.01,0.99,0.11,7.20,0.33,4.89,3.02,0.69,3.78
12.00,0.00,0.99,0.00,0.91,0.09,0.00,8.40,0.01,0.18,2.87,0.59,2.00
12.00,0.25,0.25,0.27,0.02,0.98,0.23,8.30,0.56,7.77,3.11,0.73,1.80
12.00,0.24,0.30,0.24,0.02,0.98,0.22,8.00,0.55,7.69,3.01,0.72,2.50
12.00,0.25,0.24,0.28,0.56,0.44,0.22,7.50,0.48,6.25,2.96,0.86,2.77
12.00,0.00,0.99,0.00,0.02,0.98,0.00,8.40,0.19,2.12,2.95,0.79,2.80
12.00,0.24,0.31,0.24,0.04,0.96,0.21,8.40,0.54,7.88,2.88,0.62,2.40
12.00,0.05,0.05,0.38,0.45,0.55,0.52,8.40,0.85,10.76,3.24,0.75,1.83
12.00,0.05,0.05,0.45,0.43,0.57,0.45,8.00,0.73,9.52,3.20,0.74,2.89
1.00,0.00,0.99,0.00,0.50,0.50,0.00,7.80,0.03,0.21,2.95,0.67,2.00
1.00,0.21,0.35,0.24,0.01,0.99,0.19,7.50,0.40,6.10,2.98,0.72,2.00
1.00,0.19,0.42,0.22,0.01,0.99,0.16,7.00,0.38,5.72,3.08,0.71,2.50
1.00,0.16,0.54,0.19,0.01,0.99,0.12,6.40,0.33,4.90,3.08,0.77,3.43
1.00,0.00,0.99,0.00,0.91,0.09,0.00,8.30,0.01,0.15,2.91,0.59,1.67
1.00,0.23,0.31,0.24,0.02,0.98,0.21,8.30,0.56,7.76,2.96,0.73,3.80
1.00,0.23,0.30,0.25,0.02,0.98,0.22,8.00,0.55,7.69,3.09,0.70,2.60
1.00,0.24,0.24,0.28,0.56,0.44,0.24,7.20,0.48,6.17,3.21,0.86,1.90
1.00,0.00,0.99,0.00,0.01,0.99,0.00,8.70,0.20,2.08,2.98,0.87,1.40
1.00,0.24,0.28,0.25,0.04,0.96,0.23,8.70,0.54,7.87,2.92,0.75,2.33
1.00,0.06,0.05,0.36,0.45,0.55,0.53,9.20,0.85,10.73,3.18,0.74,2.00
1.00,0.23,0.19,0.29,0.43,0.57,0.29,8.20,0.73,9.39,3.41,0.73,1.22
2.00,0.00,0.99,0.00,0.50,0.50,0.00,5.20,0.02,0.21,2.93,0.63,2.83
2.00,0.21,0.35,0.24,0.01,0.99,0.19,4.60,0.40,6.10,2.95,0.64,3.40
2.00,0.19,0.42,0.22,0.01,0.99,0.16,4.20,0.38,5.72,2.94,0.64,5.00
2.00,0.16,0.54,0.19,0.01,0.99,0.12,3.80,0.33,4.90,2.92,0.68,2.25
2.00,0.00,0.99,0.00,0.91,0.09,0.00,5.30,0.01,0.15,2.91,0.58,1.80
2.00,0.23,0.32,0.24,0.02,0.98,0.21,4.80,0.56,7.76,3.02,0.67,4.17
2.00,0.23,0.30,0.25,0.02,0.98,0.22,4.40,0.55,7.69,3.15,0.64,2.00
2.00,0.24,0.24,0.28,0.56,0.44,0.24,4.00,0.48,6.17,2.95,0.80,2.60
2.00,0.00,0.99,0.00,0.01,0.99,0.00,5.30,0.19,2.08,2.86,0.78,1.60
2.00,0.24,0.28,0.25,0.04,0.96,0.23,5.10,0.53,7.87,2.93,0.68,2.29
2.00,0.07,0.04,0.45,0.45,0.55,0.45,4.60,0.85,10.73,3.19,0.71,2.00
2.00,0.25,0.25,0.25,0.43,0.57,0.25,4.40,0.72,9.39,3.10,0.68,1.88
3.00,0.00,0.99,0.00,0.50,0.50,0.00,4.50,0.02,0.21,2.88,0.59,1.57
3.00,0.21,0.35,0.24,0.01,0.99,0.19,4.40,0.40,6.10,2.90,0.65,1.50
3.00,0.19,0.42,0.22,0.01,0.99,0.16,4.20,0.37,5.72,2.95,0.62,1.56
3.00,0.16,0.54,0.19,0.01,0.99,0.12,3.90,0.33,4.90,2.92,0.68,2.17
3.00,0.00,0.99,0.00,0.91,0.09,0.00,4.60,0.01,0.15,2.89,0.59,2.56
3.00,0.25,0.25,0.27,0.02,0.98,0.23,4.60,0.56,7.76,2.91,0.67,2.33
3.00,0.25,0.25,0.27,0.02,0.98,0.23,4.60,0.54,7.69,2.98,0.64,2.00
3.00,0.24,0.24,0.28,0.56,0.44,0.24,4.20,0.48,6.17,2.91,0.78,1.70
3.00,0.00,0.99,0.00,0.01,0.99,0.00,4.60,0.19,2.08,2.88,0.74,2.10
3.00,0.21,0.16,0.33,0.04,0.96,0.30,4.70,0.53,7.87,2.88,0.67,1.00
3.00,0.26,0.04,0.35,0.45,0.55,0.35,5.00,0.85,10.73,3.08,0.68,1.00
3.00,0.27,0.19,0.27,0.43,0.57,0.27,4.70,0.72,9.39,3.02,0.68,1.43
4.00,0.00,0.99,0.00,0.79,0.21,0.00,2.00,0.02,0.21,2.83,0.56,3.00
4.00,0.21,0.35,0.24,0.01,0.99,0.19,1.80,0.40,6.10,2.90,0.60,1.78
4.00,0.19,0.42,0.22,0.01,0.99,0.16,1.70,0.37,5.72,2.91,0.59,1.75
4.00,0.16,0.54,0.19,0.01,0.99,0.12,1.60,0.32,4.90,2.88,0.60,2.00
4.00,0.00,0.99,0.00,0.91,0.09,0.00,2.00,0.01,0.15,2.88,0.58,2.64
4.00,0.32,0.04,0.34,0.02,0.98,0.29,2.00,0.56,7.76,2.88,0.64,2.50
4.00,0.11,0.05,0.45,0.02,0.98,0.39,2.00,0.54,7.69,2.91,0.61,2.17
4.00,0.24,0.24,0.28,0.56,0.44,0.24,1.90,0.48,6.17,2.86,0.74,2.67
4.00,0.00,0.99,0.00,0.01,0.99,0.00,2.10,0.19,2.08,2.90,0.67,2.91
4.00,0.17,0.04,0.41,0.04,0.96,0.38,2.20,0.53,7.87,2.87,0.62,2.29
4.00,0.07,0.07,0.18,0.45,0.55,0.68,2.30,0.85,10.73,2.96,0.66,1.00
4.00,0.25,0.04,0.36,0.43,0.57,0.36,2.20,0.72,9.39,2.93,0.63,3.25
5.00,0.00,0.99,0.00,0.91,0.09,0.00,0.70,0.02,0.21,2.88,0.54,4.38
5.00,0.21,0.35,0.24,0.01,0.99,0.19,0.60,0.40,6.10,2.84,0.48,3.50
5.00,0.19,0.42,0.22,0.01,0.99,0.16,0.50,0.37,5.72,2.91,0.47,3.00
5.00,0.16,0.54,0.19,0.01,0.99,0.12,0.40,0.32,4.90,2.88,0.52,2.14
5.00,0.00,0.99,0.00,0.91,0.09,0.01,0.70,0.01,0.15,2.87,0.58,4.45
5.00,0.24,0.05,0.38,0.02,0.98,0.33,0.70,0.55,7.76,2.86,0.54,3.56
5.00,0.17,0.05,0.42,0.02,0.98,0.36,0.70,0.54,7.69,2.92,0.51,2.40
5.00,0.24,0.24,0.28,0.56,0.44,0.24,0.60,0.48,6.17,2.92,0.64,4.00
5.00,0.00,0.99,0.00,0.01,0.99,0.00,0.80,0.19,2.08,2.87,0.56,3.50
5.00,0.05,0.05,0.44,0.04,0.96,0.46,0.90,0.53,7.87,2.87,0.56,2.18
5.00,0.08,0.08,0.08,0.45,0.55,0.77,0.90,0.85,10.73,2.91,0.59,2.43
5.00,0.09,0.04,0.43,0.43,0.57,0.44,0.80,0.72,9.39,2.95,0.55,2.91
6.00,0.00,0.99,0.00,0.91,0.09,0.00,0.20,0.02,0.21,2.85,0.53,3.62
6.00,0.21,0.35,0.24,0.01,0.99,0.19,0.20,0.40,6.10,2.86,0.40,3.69
6.00,0.19,0.42,0.22,0.01,0.99,0.16,0.10,0.38,5.72,2.87,0.40,2.75
6.00,0.16,0.54,0.19,0.01,0.99,0.12,0.10,0.33,4.90,2.88,0.44,3.38
6.00,0.00,0.99,0.00,0.91,0.09,0.01,0.20,0.01,0.15,2.90,0.57,3.25
6.00,0.23,0.05,0.39,0.02,0.98,0.34,0.20,0.56,7.76,2.87,0.44,9.23
6.00,0.05,0.06,0.48,0.02,0.98,0.42,0.20,0.54,7.69,2.88,0.42,4.08
6.00,0.24,0.24,0.28,0.56,0.44,0.24,0.20,0.47,6.17,3.03,0.56,5.43
6.00,0.00,0.99,0.00,0.04,0.96,0.00,0.30,0.19,2.08,2.88,0.53,6.36
6.00,0.21,0.04,0.39,0.04,0.96,0.36,0.30,0.53,7.87,2.85,0.47,7.21
6.00,0.09,0.07,0.19,0.45,0.55,0.65,0.20,0.85,10.73,3.01,0.50,11.92
6.00,0.05,0.05,0.45,0.43,0.57,0.45,0.30,0.72,9.39,2.86,0.47,5.09
7.00,0.00,0.99,0.00,0.91,0.09,0.01,0.20,0.02,0.21,2.86,0.53,7.20
7.00,0.18,0.38,0.23,0.02,0.98,0.21,0.20,0.41,6.10,2.87,0.38,7.38
7.00,0.09,0.52,0.20,0.03,0.97,0.20,0.20,0.39,5.72,2.95,0.38,6.20
7.00,0.16,0.54,0.19,0.01,0.99,0.12,0.20,0.34,4.90,2.94,0.41,6.75
7.00,0.00,0.99,0.00,0.91,0.09,0.01,0.30,0.01,0.15,2.90,0.57,7.59
7.00,0.29,0.05,0.35,0.02,0.98,0.31,0.20,0.57,7.76,2.97,0.39,30.18
7.00,0.06,0.08,0.26,0.02,0.98,0.60,0.20,0.56,7.69,2.94,0.38,8.27
7.00,0.24,0.24,0.28,0.56,0.44,0.24,0.20,0.48,6.17,2.94,0.51,4.87
7.00,0.00,0.99,0.00,0.11,0.89,0.01,0.30,0.20,2.08,2.87,0.53,16.53
7.00,0.09,0.05,0.43,0.04,0.96,0.43,0.30,0.54,7.87,2.89,0.40,11.06
7.00,0.20,0.04,0.38,0.45,0.55,0.38,0.20,0.86,10.73,3.12,0.43,21.35
7.00,0.17,0.04,0.39,0.43,0.57,0.40,0.30,0.73,9.39,2.93,0.40,5.64
8.00,0.00,0.98,0.00,0.91,0.09,0.01,0.30,0.02,0.21,2.89,0.52,13.82
8.00,0.09,0.50,0.11,0.09,0.91,0.29,0.30,0.42,6.10,2.94,0.38,12.94
8.00,0.03,0.67,0.04,0.09,0.91,0.26,0.30,0.40,5.72,2.93,0.38,14.63
8.00,0.13,0.59,0.16,0.09,0.91,0.13,0.20,0.35,4.90,3.13,0.40,14.58
8.00,0.00,0.99,0.00,0.91,0.09,0.01,0.30,0.01,0.15,2.88,0.57,14.18
8.00,0.09,0.19,0.20,0.06,0.94,0.52,0.30,0.59,7.76,2.94,0.38,83.53
8.00,0.07,0.26,0.07,0.13,0.87,0.60,0.30,0.57,7.69,3.09,0.38,28.88
8.00,0.24,0.24,0.28,0.58,0.42,0.24,0.40,0.48,6.17,2.97,0.49,10.65
8.00,0.00,0.99,0.00,0.11,0.89,0.01,0.40,0.20,2.08,2.87,0.52,33.00
8.00,0.07,0.10,0.11,0.08,0.92,0.72,0.40,0.55,7.87,2.88,0.38,26.41
8.00,0.20,0.04,0.35,0.45,0.55,0.41,0.50,0.88,10.73,2.89,0.39,39.82
8.00,0.07,0.06,0.29,0.43,0.57,0.59,0.50,0.75,9.39,3.07,0.38,12.81
9.00,0.00,0.99,0.00,0.91,0.09,0.01,0.90,0.02,0.21,2.92,0.53,27.82
9.00,0.19,0.38,0.23,0.09,0.91,0.20,0.90,0.42,6.10,2.97,0.38,34.29
9.00,0.14,0.51,0.16,0.09,0.91,0.20,0.80,0.40,5.72,2.96,0.38,25.76
9.00,0.15,0.55,0.18,0.10,0.90,0.12,0.70,0.35,4.90,3.07,0.40,39.29
9.00,0.00,0.98,0.00,0.91,0.09,0.01,1.00,0.01,0.15,2.97,0.58,29.65
9.00,0.18,0.37,0.20,0.08,0.92,0.25,1.00,0.59,7.76,3.05,0.40,88.53
9.00,0.14,0.35,0.15,0.15,0.85,0.36,1.10,0.57,7.69,2.93,0.39,51.76
9.00,0.24,0.24,0.28,0.91,0.09,0.24,1.00,0.48,6.17,3.03,0.49,25.94
9.00,0.00,1.00,0.00,0.11,0.89,0.00,1.10,0.20,2.08,2.91,0.52,41.71
9.00,0.13,0.36,0.14,0.29,0.71,0.37,1.20,0.56,7.87,2.96,0.39,38.12
9.00,0.07,0.07,0.10,0.45,0.55,0.75,1.30,0.89,10.73,3.17,0.40,47.76
9.00,0.07,0.07,0.20,0.43,0.57,0.66,1.30,0.75,9.39,3.19,0.40,30.06
10.00,0.00,0.99,0.00,0.91,0.09,0.00,4.10,0.02,0.21,2.86,0.54,25.41
10.00,0.21,0.35,0.24,0.05,0.95,0.19,3.90,0.41,6.10,2.91,0.47,24.82
10.00,0.19,0.42,0.22,0.05,0.95,0.16,3.80,0.39,5.72,3.03,0.46,18.71
10.00,0.16,0.54,0.19,0.04,0.96,0.12,3.60,0.34,4.90,3.03,0.49,57.44
10.00,0.00,0.99,0.00,0.91,0.09,0.00,4.20,0.01,0.15,2.84,0.58,25.29
10.00,0.23,0.32,0.24,0.04,0.96,0.21,4.10,0.58,7.76,3.04,0.46,48.07
10.00,0.23,0.30,0.25,0.05,0.95,0.22,4.00,0.56,7.69,3.06,0.48,40.81
10.00,0.24,0.24,0.28,0.66,0.34,0.24,3.90,0.48,6.17,2.99,0.61,31.47
10.00,0.00,0.99,0.00,0.09,0.91,0.00,4.20,0.19,2.08,2.86,0.57,17.94
10.00,0.24,0.28,0.25,0.12,0.88,0.23,4.10,0.55,7.87,2.93,0.46,24.19
10.00,0.07,0.07,0.18,0.45,0.55,0.68,4.20,0.88,10.73,3.10,0.46,24.44
10.00,0.12,0.04,0.42,0.43,0.57,0.42,4.10,0.75,9.39,3.07,0.48,45.12
11.00,0.00,0.99,0.00,0.91,0.09,0.00,7.20,0.02,0.21,2.93,0.57,5.91
11.00,0.21,0.35,0.24,0.01,0.99,0.19,7.20,0.41,6.10,2.98,0.62,6.38
11.00,0.19,0.42,0.22,0.01,0.99,0.16,7.10,0.38,5.72,2.96,0.52,5.67
11.00,0.16,0.54,0.19,0.01,0.99,0.12,6.80,0.33,4.90,3.06,0.60,15.67
11.00,0.00,0.99,0.00,0.91,0.09,0.00,7.20,0.01,0.15,2.96,0.58,5.92
